abh_number,plant_species,hostplant_category
66.007,Bramble Rubus fruticosus,1
66.007,Blackthorn Prunus spinosa,1
66.007,birches Betula spp.,1
66.007, Common Bird's-foot-trefoil Lotus corniculatus,1
66.007,montbretias Crocosmia spp.,1
66.008,Bog-myrtle Myrica gale,1
66.008,Knotgrass Polygonum aviculare,1
66.008, Burnet Rose Rosa spinosissima,1
66.008, Salad Burnet Poterium sanguisorba,1
66.008, Creeping Cinquefoil Potentilla reptans,1
66.008,Meadowsweet Filipendula ulmaria,1
66.008, Wood Sage Teucrium scorodonia,1
66.008, Creeping Thistle Cirsium arvense,1
66.008, Cross-leaved Heath Erica tetralix,1
66.008, Bell Heath Erica cinerea,1
66.008, Wild Strawberry Fragaria vesca,1
66.008,Bilberry Vaccinium myrtillus,1
66.008,Heather Calluna vulgaris,1
66.008, Greater Bird's-foot-trefoil Lotus pedunculatus,1
66.008, Pedunculate Oak Quercus robur,1
66.008,Bramble Rubus fruticosus,1
66.008,Blackthorn Prunus spinosa,1
66.008,birches Betula spp.,1
66.008,willows Salix spp.,1
66.008, Bloody Crane's-bill Geranium sanguineum,1
66.009, Scots Pine Pinus sylvestris,1
66.01, Reed Canary-grass Phalaris arundinacea,1
66.01,couches Elymus spp.,1
66.01, Lesser Pond-sedge Carex acutiformis,1
66.01, Greater Tussock-sedge Carex paniculata,1
66.01, Common Reed Phragmites australis,1
66.01, Wood Small-reed Calamagrostis epigejos,1
66.01,Marram Ammophila arenaria,1
66.01, Tufted Hair-grass Deschampsia cespitosa,1
66.01,meadow-grasses Poa spp.,1
66.01, Purple Moor-grass Molinia caerulea,1
66.01, False Brome Brachypodium sylvaticum,1
66.01,Cock’s-foot Dactylis glomerata,1
66.01,Ribbon-grass Phalaris arundinacea,1
66.01, Greater Pond-sedge Carex riparia,1
66.01, Pendulous Sedge Carex pendula,1
66.012,apples Malus spp.,1
66.012,Buckthorn Rhamnus cathartica,2
66.012, Alder Buckthorn Frangula alnus,2
66.012,Pear Pyrus communis,2
66.012,cherries Prunus spp.,2
66.012,Hawthorn Crataegus monogyna,1
66.012,Blackthorn Prunus spinosa,1
66.012,willows Salix spp.,2
67.001, Downy Birch Betula pubescens,1
67.001,Alder Alnus glutinosa,1
67.001, Silver Birch Betula pendula,1
68.001, Marsh Cinquefoil Comarum palustre,1
68.001,Hemp-agrimony Eupatorium cannabinum,1
68.001,Purple-loosestrife Lythrum salicaria,1
68.001,Bog-myrtle Myrica gale,1
68.001,Tormentil Potentilla erecta,1
68.001, Salad Burnet Poterium sanguisorba,1
68.001,Meadowsweet Filipendula ulmaria,1
68.001, Cross-leaved Heath Erica tetralix,1
68.001, Bell Heath Erica cinerea,1
68.001, Alder Buckthorn Frangula alnus,1
68.001,Rowan Sorbus aucuparia,1
68.001,Bilberry Vaccinium myrtillus,1
68.001,Raspberry Rubus idaeus,1
68.001,elms Ulmus spp.,1
68.001,Hazel Corylus avellana,1
68.001,Heather Calluna vulgaris,1
68.001,Hawthorn Crataegus monogyna,1
68.001,Bramble Rubus fruticosus,1
68.001,birches Betula spp.,1
68.001,Blackthorn Prunus spinosa,1
68.001, Mountain Avens Dryas octopetala,1
69.001,elms Ulmus spp.,1
69.001,limes Tilia spp.,1
69.001,Alder Alnus glutinosa,2
69.001, Downy Birch Betula pubescens,2
69.001, Silver Birch Betula pendula,2
69.001,Hazel Corylus avellana,2
69.001,cherries Prunus spp.,2
69.001, London Plane Platanus x hispanica,2
69.001,oaks Quercus spp.,2
69.002, Wild Privet Ligustrum vulgare,2
69.002, Crab Apple Malus sylvestris,1
69.002,Apple Malus domestica,1
69.002,poplars Populus spp.,2
69.002,Aspen Populus tremula,2
69.002,Blackthorn Prunus spinosa,2
69.002,willows Salix spp.,1
69.003, Goat Willow Salix caprea,1
69.003,poplars Populus spp.,1
69.003, Grey Willow Salix cinerea,1
69.003,Aspen Populus tremula,1
69.003,willows Salix spp.,1
69.004, Field Bindweed Convolvulus arvensis,1
69.004, Hedge Bindweed Calystegia sepium,1
69.004, Sea Bindweed Calystegia soldanella,2
69.004,morning-glories Ipomoea spp.,2
69.005,Forsythia Forsythia x intermedia,2
69.005,Potato Solanum tuberosum,1
69.005,Snowberry Symphoricarpos albus,2
69.005,Lilac Syringa vulgaris,2
69.005,Spindle Euonymus europaeus,2
69.005,Ash Fraxinus excelsior,2
69.005,Bittersweet Solanum dulcamara,2
69.005,dogwoods Cornus spp.,2
69.005, Summer Jasmine Jasminum officinale,2
69.005, Deadly Nightshade Atropa belladonna,2
69.005, Chilli Pepper Capsicum annuum,2
69.005, Duke of Argyll's Teaplant Lycium barbarum,2
69.006,brideworts Spiraea spp.,2
69.006,Butterfly-bush Buddleja davidii,2
69.006,jasmines Jasminum spp.,2
69.006, Garden Privet Ligustrum ovalifolium,1
69.006,teasels Dipsacus spp.,2
69.006,Guelder-rose Viburnum opulus,1
69.006,Holly Ilex aquifolium,2
69.006, Wild Privet Ligustrum vulgare,1
69.006,Snowberry Symphoricarpos albus,2
69.006,Forsythia Forsythia x intermedia,1
69.006,Lilac Syringa vulgaris,1
69.006,Wayfaring-tree Viburnum lantana,2
69.006,Dogwood Cornus sanguinea,2
69.006, Holm Oak Quercus ilex,2
69.006,Ash Fraxinus excelsior,1
69.006,Honeysuckle Lonicera periclymenum,2
69.006,Hop Humulus lupulus,2
69.006,Rowan Sorbus aucuparia,2
69.006,Laurustinus Viburnum tinus,2
69.006,mock-privets Phillyrea spp.,2
69.007,firs Abies spp.,1
69.007, Norway Spruce Picea abies,1
69.007, Maritime Pine Pinus pinaster,1
69.007, Scots Pine Pinus sylvestris,1
69.007, Atlas Cedar Cedrus atlantica,1
69.007,Cedar-of-Lebanon Cedrus libani,1
69.007, Monterey Pine Pinus radiata,1
69.008, Devil's-bit Scabious Succisa pratensis,1
69.008, Field Scabious Knautia arvensis,1
69.008, Small Scabious Scabiosa columbaria,1
69.009,bedstraws Galium spp.,2
69.009, Red Campion Silene dioica,2
69.009, White Campion Silene latifolia,2
69.009,Ragged-Robin Silene flos-cuculi,2
69.009, Field Scabious Knautia arvensis,2
69.009,Snowberry Symphoricarpos albus,2
69.009,Honeysuckle Lonicera periclymenum,1
69.01, Hedge Bedstraw Galium album,1
69.01, Lady's Bedstraw Galium verum,1
69.01,Cleavers Galium aparine,1
69.01, Wild Madder Rubia peregrina,1
69.013,spurges Euphorbia spp.,1
69.014,fuchsias Fuchsia spp.,1
69.014,Godetia Clarkia amoena,1
69.014, Rosebay Willowherb Chamaenerion angustifolium,1
69.014,willowherbs Epilobium spp.,1
69.014,bedstraws Galium spp.,1
69.014, Wild Madder Rubia peregrina,1
69.015,sorrels Rumex spp.,2
69.015,Grape-vine Vitis vinifera,2
69.015,Snapdragon Antirrhinum majus,2
69.015,strawberries Fragaria spp.,2
69.015, Common Toadflax Linaria vulgaris,2
69.015, Hedge Bedstraw Galium album,1
69.015,fuchsias Fuchsia spp.,2
69.015,Knotgrass Polygonum aviculare,2
69.015, Rosebay Willowherb Chamaenerion angustifolium,1
69.015,willowherbs Epilobium spp.,1
69.015,bedstraws Galium spp.,2
69.015,docks Rumex spp.,2
69.015, Devil's-bit Scabious Succisa pratensis,2
69.015,Buckwheat Fagopyrum esculentum,2
69.015, Perennial Sowthistle Sonchus arvensis,2
69.016, Himalayan Balsam Impatiens glandulifera,2
69.016, Orange Balsam Impatiens capensis,2
69.016,Bogbean Menyanthes trifoliata,2
69.016,Enchanter’s-nightshade Circaea lutetiana,2
69.016, Common Evening-primrose Oenothera biennis,2
69.016,tobaccos Nicotiana spp.,2
69.016,Virginia-creepers Parthenocissus spp.,2
69.016, Great Willowherb Epilobium hirsutum,1
69.016, Hedge Bindweed Calystegia sepium,2
69.016,Grape-vine Vitis vinifera,2
69.016,Purple-loosestrife Lythrum salicaria,2
69.016,roses Rosa spp.,2
69.016, Rosebay Willowherb Chamaenerion angustifolium,1
69.016,willowherbs Epilobium spp.,1
69.016,bedstraws Galium spp.,2
69.016,Cabbage Brassica oleracea,2
69.016,Godetia Clarkia amoena,2
69.016,fuchsias Fuchsia spp.,1
69.016,water-lilies,2
69.017, Heath Bedstraw Galium saxatile,1
69.017,marsh-bedstraws Galium spp.,2
69.017, Lady's Bedstraw Galium verum,1
69.017,Cleavers Galium aparine,2
69.017, Red Campion Silene dioica,2
69.017, Hedge Bedstraw Galium album,2
69.017,Purple-loosestrife Lythrum salicaria,2
69.017,willowherbs Epilobium spp.,2
70.002, Marsh Cinquefoil Comarum palustre,1
70.003, Smooth Tare Ervum tetrasperma,1
70.004, Sweet Alison Lobularia maritima,1
70.004,Groundsel Senecio vulgaris,1
70.004,Traveller’s-joy Clematis vitalba,1
70.004, Common Ivy Hedera helix,1
70.005, Common Rock-rose Helianthemum nummularium,1
70.011,comfreys Symphytum spp.,1
70.011, Cow Parsley Anthriscus sylvestris,1
70.011,Burnet-saxifrage Pimpinella saxifraga,1
70.011, Hedge Bedstraw Galium album,1
70.012, Common Ivy Hedera helix,1
70.014,Navelwort Umbilicus rupestris,1
70.014,Crowberry Empetrum nigrum,1
70.014,Heather Calluna vulgaris,1
70.015, Field Bindweed Convolvulus arvensis,1
70.015,bedstraws Galium spp.,1
70.016, Common Chickweed Stellaria media,1
70.016, Wood Avens Geum urbanum,1
70.016,Primrose Primula vulgaris,1
70.016,dandelions Taraxacum spp.,1
70.016,Knotgrass Polygonum aviculare,1
70.016, Ribwort Plantain Plantago lanceolata,1
70.016,docks Rumex spp.,1
70.016, Common Ivy Hedera helix,1
70.016,bedstraws Galium spp.,1
70.017, Hybrid Salix x fragilis,1
70.021, Wild Marjoram Origanum vulgare,1
70.021, Wild Thyme Thymus drucei,1
70.023,stonecrops Sedum spp.,1
70.023,Mugwort Artemisia vulgaris,1
70.023, Wild Marjoram Origanum vulgare,1
70.023, Wood Sage Teucrium scorodonia,1
70.023,Yarrow Achillea millefolium,1
70.023, Horseshoe Vetch Hippocrepis comosa,1
70.023, Ivy-leaved Toadflax Cymbalaria muralis,1
70.024, Garden Privet Ligustrum ovalifolium,1
70.024,Honeysuckle Lonicera periclymenum,1
70.024,cherries Prunus spp.,1
70.024,Hawthorn Crataegus monogyna,1
70.025, Common Valerian Valeriana officinalis,1
70.025,Meadowsweet Filipendula ulmaria,1
70.026, Cross-leaved Heath Erica tetralix,1
70.026,Bilberry Vaccinium myrtillus,1
70.026,Heather Calluna vulgaris,1
70.027,Woodruff Galium odoratum,1
70.027,bedstraws Galium spp.,1
70.027, Bush Vetch Vicia sepium,1
70.029, Common Orache Atriplex patula,1
70.029,Redshank Persicaria maculosa,1
70.029, Common Chickweed Stellaria media,1
70.029, Common Sorrel Rumex acetosa,1
70.029,docks Rumex spp.,1
70.03, Eared Willow Salix aurita,1
70.03, Creeping Willow Salix repens,1
70.03, Goat Willow Salix caprea,1
70.03, Grey Willow Salix cinerea,1
70.03,Alder Alnus glutinosa,1
70.031, Field Maple Acer campestre,1
70.032, Downy Birch Betula pubescens,1
70.032, Silver Birch Betula pendula,1
70.033, Holm Oak Quercus ilex,1
70.033, Chilean Myrtle Luma apiculata,1
70.035, Pedunculate Oak Quercus robur,1
70.036, Pedunculate Oak Quercus robur,1
70.037, Sweet Chestnut Castanea sativa,1
70.037,Beech Fagus sylvatica,1
70.037,oaks Quercus spp.,1
70.038,Knotgrass Polygonum aviculare,1
70.039, Lady's Bedstraw Galium verum,1
70.04, Dyer's Greenweed Genista tinctoria,1
70.04, Petty Whin Genista anglica,1
70.04,Gorse Ulex europaeus,1
70.04,Broom Cytisus scoparius,1
70.041, Dyer's Greenweed Genista tinctoria,1
70.041, Petty Whin Genista anglica,1
70.041,Gorse Ulex europaeus,1
70.042,Gorse Ulex europaeus,1
70.042,Broom Cytisus scoparius,1
70.043,trefoils,1
70.043,vetches,1
70.043, Black Medick Medicago lupulina,1
70.043,clovers Trifolium spp.,1
70.043, Common Bird's-foot-trefoil Lotus corniculatus,1
70.043, Horseshoe Vetch Hippocrepis comosa,1
70.045,vetches,1
70.045,clovers Trifolium spp.,1
70.046, Common Marsh-bedstraw Galium palustre,1
70.046, Heath Bedstraw Galium saxatile,1
70.048,lady's-mantles Alchemilla spp.,1
70.049,Flixweed Descurainia sophia,1
70.049,Cabbage Brassica oleracea,1
70.049, Sweet Alison Lobularia maritima,1
70.049, Hairy Bitter-cress Cardamine hirsuta,1
70.049,Honesty Lunaria annua,1
70.049,Horse-radish Armoracia rusticana,1
70.049, Garlic Mustard Alliaria petiolata,1
70.049,Nasturtium Tropaeolum majus,1
70.049,Shepherd’s-purse Capsella bursa-pastoris,1
70.05, Orange Balsam Impatiens capensis,1
70.05, Small Balsam Impatiens parviflora,1
70.051,Ground-ivy Glechoma hederacea,2
70.051,Woodruff Galium odoratum,2
70.051, Heath Bedstraw Galium saxatile,1
70.051,Cleavers Galium aparine,2
70.051, Wild Carrot Daucus carota,2
70.051, Lady's Bedstraw Galium verum,1
70.051,Knotgrass Polygonum aviculare,2
70.052,Ground-ivy Glechoma hederacea,1
70.052,dandelions Taraxacum spp.,1
70.052,Knotgrass Polygonum aviculare,1
70.052,docks Rumex spp.,1
70.052,bedstraws Galium spp.,1
70.053,Mugwort Artemisia vulgaris,1
70.054,Tansy Tanacetum vulgare,1
70.054,Cowslip Primula veris,1
70.054,Primrose Primula vulgaris,1
70.054,Cleavers Galium aparine,1
70.054,Yarrow Achillea millefolium,1
70.054, Hedge Bedstraw Galium album,1
70.055,violets Viola spp.,1
70.055,Primrose Primula vulgaris,1
70.055,bedstraws Galium spp.,1
70.056, Lady's Bedstraw Galium verum,1
70.056, Hedge Bedstraw Galium album,1
70.057, Lady's Bedstraw Galium verum,1
70.057, Hedge Bedstraw Galium album,1
70.059,wormwoods Artemisia spp.,1
70.059, Lesser Celandine Ficaria verna,1
70.059,sorrels Rumex spp.,1
70.059,restharrows Ononis spp.,1
70.059, Wild Cabbage Brassica oleracea,1
70.059, Annual Meadow-grass Poa annua,1
70.059,Cowslip Primula veris,1
70.059, Wild Strawberry Fragaria vesca,1
70.059,dandelions Taraxacum spp.,1
70.059,Yarrow Achillea millefolium,1
70.059,docks Rumex spp.,1
70.059,bedstraws Galium spp.,1
70.059, Garden Arabis Arabis caucasica,1
70.059,Aubretia Aubrieta deltoidea,1
70.059, Pot Marjoram Origanum majorana,1
70.06, Heath Bedstraw Galium saxatile,1
70.061,Flixweed Descurainia sophia,1
70.061,Cleavers Galium aparine,1
70.061, Lady's Bedstraw Galium verum,1
70.061, Hedge Bedstraw Galium album,1
70.062, Lady's Bedstraw Galium verum,1
70.062, Hedge Bedstraw Galium album,1
70.063, Heath Bedstraw Galium saxatile,1
70.063, Lady's Bedstraw Galium verum,1
70.063, Hedge Bedstraw Galium album,1
70.064,stitchworts Stellaria spp.,1
70.064, Common Chickweed Stellaria media,1
70.064, Hedge Bedstraw Galium album,1
70.066, Burnet Rose Rosa spinosissima,1
70.066,Dog-rose Rosa canina,1
70.066,Sweet-briar Rosa rubiginosa,1
70.067,Dog-rose Rosa canina,1
70.067,Honeysuckle Lonicera periclymenum,1
70.067,Hawthorn Crataegus monogyna,1
70.067,Blackthorn Prunus spinosa,1
70.067, Sherard's Downy-rose Rosa sherardii,1
70.068,Dewberry Rubus caesius,1
70.068, Wild Strawberry Fragaria vesca,1
70.068,Raspberry Rubus idaeus,1
70.068,Hazel Corylus avellana,1
70.068,Bramble Rubus fruticosus,1
70.069,goosefoots,1
70.069,oraches Atriplex spp.,1
70.07,Hollyhock Alcea rosea,1
70.07, Common Mallow Malva sylvestris,1
70.07,Marsh-mallow Althaea officinalis,1
70.07,Tree-mallow Malva arborea,1
70.071, Purple Saxifrage Saxifraga oppositifolia,1
70.071, Yellow Saxifrage Saxifraga aizoides,1
70.071, Mossy Saxifrage Saxifraga hypnoides,1
70.071, English Stonecrop Sedum anglicum,1
70.072, Lodgepole Pine Pinus contorta,1
70.072,Crowberry Empetrum nigrum,1
70.072, Bell Heath Erica cinerea,1
70.072, Cross-leaved Heath Erica tetralix,1
70.072,Bilberry Vaccinium myrtillus,1
70.072,Heather Calluna vulgaris,1
70.073, Rosebay Willowherb Chamaenerion angustifolium,1
70.074, Sitka Spruce Picea sitchensis,1
70.074, Lodgepole Pine Pinus contorta,1
70.074, Downy Birch Betula pubescens,1
70.074,poplars Populus spp.,1
70.074,Bilberry Vaccinium myrtillus,1
70.074,Hazel Corylus avellana,1
70.074,Heather Calluna vulgaris,1
70.074,willows Salix spp.,1
70.075,Alder Alnus glutinosa,1
70.076, Eared Willow Salix aurita,1
70.076, Tea-leaved Willow Salix phylicifolia,1
70.076, Grey Willow Salix cinerea,1
70.076,Heather Calluna vulgaris,1
70.077, Corsican Pine Pinus nigra,1
70.077, Lodgepole Pine Pinus contorta,1
70.077, Scots Pine Pinus sylvestris,1
70.078, Common Juniper Juniperus communis,1
70.079, Western Red-cedar Thuja plicata,1
70.079, Lawson's Cypress Cupressus lawsoniana,1
70.079, Douglas Fir Pseudotsuga menziesii,1
70.079, Giant Fir Abies grandis,1
70.079, Noble Fir Abies procera,1
70.079, Western Hemlock-spruce Tsuga heterophylla,1
70.079, European Silver-fir Abies alba,1
70.079, Norway Spruce Picea abies,1
70.079, Sitka Spruce Picea sitchensis,1
70.079, Scots Pine Pinus sylvestris,1
70.081, Monterey Cypress Cupressus macrocarpa,1
70.081, Western Red-cedar Thuja plicata,1
70.081, Lawson's Cypress Cupressus lawsoniana,1
70.081, Douglas Fir Pseudotsuga menziesii,1
70.081, Western Hemlock-spruce Tsuga heterophylla,1
70.081, European Silver-fir Abies alba,1
70.081, Norway Spruce Picea abies,1
70.081, Scots Pine Pinus sylvestris,1
70.082,junipers Juniperus spp.,1
70.083, Monterey Cypress Cupressus macrocarpa,1
70.084,hawthorns Crataegus spp.,1
70.084,Apple Malus domestica,1
70.084,cherries Prunus spp.,1
70.084,cherries Prunus spp.,1
70.084,Alder Alnus glutinosa,1
70.084,birches Betula spp.,1
70.084,Blackthorn Prunus spinosa,1
70.085, Burnet Rose Rosa spinosissima,1
70.085,Dog-rose Rosa canina,1
70.086, Midland Hawkbit Crataegus laevigata,1
70.086,limes Tilia spp.,1
70.086, Sweet Chestnut Castanea sativa,1
70.086, Downy Birch Betula pubescens,1
70.086, Pedunculate Oak Quercus robur,1
70.086,Hawthorn Crataegus monogyna,1
70.086,Blackthorn Prunus spinosa,1
70.086,willows Salix spp.,1
70.087, Heath Bedstraw Galium saxatile,1
70.087, Lady's Bedstraw Galium verum,1
70.087, Hedge Bedstraw Galium album,1
70.087,marsh-bedstraws Galium spp.,1
70.088, Touch-me-not Balsam Impatiens noli-tangere,1
70.089, Red Currant Ribes rubrum,1
70.089, Black Currant Ribes nigrum,1
70.089,Gooseberry Ribes uva-crispa,1
70.09,roses Rosa spp.,2
70.09, Eared Willow Salix aurita,1
70.09, Creeping Willow Salix repens,1
70.09,Rowan Sorbus aucuparia,2
70.09, Goat Willow Salix caprea,1
70.09,Aspen Populus tremula,1
70.09,Bilberry Vaccinium myrtillus,2
70.09,Hazel Corylus avellana,2
70.09,Heather Calluna vulgaris,2
70.09,birches Betula spp.,2
70.091,Cowberry Vaccinium vitis-idaea,1
70.091, Goat Willow Salix caprea,1
70.091, Grey Willow Salix cinerea,1
70.091,Bilberry Vaccinium myrtillus,1
70.092, Red Currant Ribes rubrum,1
70.092, Black Currant Ribes nigrum,1
70.092,Gooseberry Ribes uva-crispa,1
70.093,Woodruff Galium odoratum,1
70.093,Cleavers Galium aparine,1
70.093, Lady's Bedstraw Galium verum,1
70.093, Hedge Bedstraw Galium album,1
70.093,Crosswort Cruciata laevipes,1
70.094, Touch-me-not Balsam Impatiens noli-tangere,2
70.094,Enchanter’s-nightshade Circaea lutetiana,2
70.094, Great Willowherb Epilobium hirsutum,1
70.094, Rosebay Willowherb Chamaenerion angustifolium,1
70.094, Himalayan Balsam Impatiens glandulifera,2
70.094, Broad-leaved Willowherb Epilobium montanum,1
70.095,Hornbeam Carpinus betulus,1
70.095,Sycamore Acer pseudoplatanus,1
70.095,limes Tilia spp.,1
70.095,Ash Fraxinus excelsior,1
70.095,Dog-rose Rosa canina,1
70.095,Apple Malus domestica,1
70.095,Rowan Sorbus aucuparia,1
70.095,oaks Quercus spp.,1
70.095,cherries Prunus spp.,1
70.095,birches Betula spp.,1
70.095,Blackthorn Prunus spinosa,1
70.096,limes Tilia spp.,1
70.096,roses Rosa spp.,1
70.096,Rowan Sorbus aucuparia,1
70.096,oaks Quercus spp.,1
70.096,Alder Alnus glutinosa,1
70.096,birches Betula spp.,1
70.096,willows Salix spp.,1
70.097,heathers,1
70.097,geraniums Pelargonium spp.,1
70.097, Red Currant Ribes rubrum,1
70.097,Meadowsweet Filipendula ulmaria,1
70.097,roses Rosa spp.,1
70.097, Black Currant Ribes nigrum,1
70.097, Wild Strawberry Fragaria vesca,1
70.097,docks Rumex spp.,1
70.097,Raspberry Rubus idaeus,1
70.097, Goat Willow Salix caprea,1
70.097, Grey Willow Salix cinerea,1
70.097,Bilberry Vaccinium myrtillus,1
70.097,oaks Quercus spp.,1
70.097,Alder Alnus glutinosa,1
70.097,Bramble Rubus fruticosus,1
70.097,Heather Calluna vulgaris,1
70.097,Hawthorn Crataegus monogyna,1
70.097,birches Betula spp.,1
70.097,privets Ligustrum spp.,1
70.097, Round-leaved Mint Mentha suaveolens,1
70.098, Wild Strawberry Fragaria vesca,1
70.098,Bilberry Vaccinium myrtillus,1
70.098,Heather Calluna vulgaris,1
70.098,birches Betula spp.,1
70.098,willows Salix spp.,1
70.098, Alpine Lady's-mantle Alchemilla alpina,1
70.099, Heath Bedstraw Galium saxatile,1
70.099, Lady's Bedstraw Galium verum,1
70.099, Hedge Bedstraw Galium album,1
70.1, White Dead-nettle Lamium album,1
70.1,plantains Plantago spp.,1
70.1,Woodruff Galium odoratum,1
70.1, Wild Marjoram Origanum vulgare,1
70.1, Heath Bedstraw Galium saxatile,1
70.1, Lady's Bedstraw Galium verum,1
70.1, Hedge Bedstraw Galium album,1
70.101,Cleavers Galium aparine,1
70.101, Heath Bedstraw Galium saxatile,1
70.101, Lady's Bedstraw Galium verum,1
70.102, Heath Bedstraw Galium saxatile,1
70.102, Lady's Bedstraw Galium verum,1
70.102, Hedge Bedstraw Galium album,1
70.103,Cleavers Galium aparine,1
70.103, Heath Bedstraw Galium saxatile,1
70.103, Lady's Bedstraw Galium verum,1
70.103, Hedge Bedstraw Galium album,1
70.104, Common Marsh-bedstraw Galium palustre,1
70.105,Beech Fagus sylvatica,2
70.105,Apple Malus domestica,2
70.105, Downy Birch Betula pubescens,1
70.105,Rowan Sorbus aucuparia,2
70.105, Silver Birch Betula pendula,1
70.105,cherries Prunus spp.,2
70.105,Alder Alnus glutinosa,1
70.106,larches Larix spp.,1
70.106,Hornbeam Carpinus betulus,1
70.106, Field Maple Acer campestre,1
70.106, Sitka Spruce Picea sitchensis,1
70.106,Bog-myrtle Myrica gale,1
70.106,Sycamore Acer pseudoplatanus,1
70.106, Lodgepole Pine Pinus contorta,1
70.106, Sweet Chestnut Castanea sativa,1
70.106,Beech Fagus sylvatica,1
70.106,Apple Malus domestica,1
70.106,Hazel Corylus avellana,1
70.106,Rowan Sorbus aucuparia,1
70.106,oaks Quercus spp.,1
70.106,Bilberry Vaccinium myrtillus,1
70.106,Alder Alnus glutinosa,1
70.106,Hawthorn Crataegus monogyna,1
70.106,Heather Calluna vulgaris,1
70.106,Blackthorn Prunus spinosa,1
70.106,birches Betula spp.,1
70.106,willows Salix spp.,1
70.107,Rhododendron Rhododendron ponticum,2
70.107,Hornbeam Carpinus betulus,1
70.107, Crab Apple Malus sylvestris,1
70.107,Ash Fraxinus excelsior,1
70.107,elms Ulmus spp.,1
70.107,Dog-rose Rosa canina,1
70.107,Aspen Populus tremula,1
70.107,Apple Malus domestica,1
70.107,Hazel Corylus avellana,1
70.107,cherries Prunus spp.,1
70.107,oaks Quercus spp.,1
70.107,Hawthorn Crataegus monogyna,1
70.107,Blackthorn Prunus spinosa,1
70.107,birches Betula spp.,1
70.107,willows Salix spp.,1
70.108,hawthorns Crataegus spp.,1
70.108, Field Maple Acer campestre,1
70.108,Hornbeam Carpinus betulus,1
70.108,elms Ulmus spp.,1
70.108,Hazel Corylus avellana,1
70.108,oaks Quercus spp.,1
70.108,Alder Alnus glutinosa,1
70.108,Blackthorn Prunus spinosa,1
70.108,birches Betula spp.,1
70.108,willows Salix spp.,1
70.109, European Larch Larix decidua,1
70.109, Scots Pine Pinus sylvestris,1
70.109, Downy Birch Betula pubescens,1
70.109, Silver Birch Betula pendula,1
70.109,Heather Calluna vulgaris,1
70.109,Alder Alnus glutinosa,1
70.109,Hawthorn Crataegus monogyna,1
70.11,larches Larix spp.,1
70.11, Bell Heath Erica cinerea,1
70.11,Bilberry Vaccinium myrtillus,1
70.11,Heather Calluna vulgaris,1
70.11,willows Salix spp.,1
70.111,Hornbeam Carpinus betulus,1
70.111,roses Rosa spp.,1
70.111,Hazel Corylus avellana,1
70.111,birches Betula spp.,1
70.112,Alder Alnus glutinosa,1
70.113,Sycamore Acer pseudoplatanus,1
70.113, Sweet Chestnut Castanea sativa,1
70.113,Hazel Corylus avellana,1
70.113,Alder Alnus glutinosa,1
70.113,Blackthorn Prunus spinosa,2
70.113,birches Betula spp.,1
70.113,willows Salix spp.,1
70.114, Field Maple Acer campestre,1
70.114,Sycamore Acer pseudoplatanus,1
70.114,Rowan Sorbus aucuparia,2
70.114,Alder Alnus glutinosa,1
70.115,Rowan Sorbus aucuparia,1
70.115,Alder Alnus glutinosa,1
70.115,birches Betula spp.,1
70.116, Wych Elm Ulmus glabra,1
70.116,elms Ulmus spp.,2
70.117, Wood Spurge Euphorbia amygdaloides,1
70.118,Buckthorn Rhamnus cathartica,1
70.119,Buckthorn Rhamnus cathartica,1
70.119, Alder Buckthorn Frangula alnus,1
70.12,Bog-myrtle Myrica gale,1
70.12, Downy Birch Betula pubescens,1
70.12, Grey Willow Salix cinerea,1
70.12, Silver Birch Betula pendula,1
70.12,birches Betula spp.,1
70.12, Himalayan Knotweed Koenigia polystachya,1
70.121, Goat Willow Salix caprea,1
70.121,Aspen Populus tremula,1
70.121, Grey Willow Salix cinerea,1
70.121,Bilberry Vaccinium myrtillus,1
70.122,Barberry Berberis vulgaris,1
70.122,barberries Berberis spp.,1
70.122, Hedge Barberry Berberis x stenophylla,1
70.122, Mrs Wilson's Barberry Berberis wilsoniae,1
70.122, Thunberg's Barberry Berberis thunbergii,1
70.122,Oregon-grape Mahonia aquifolium,1
70.123,Buckthorn Rhamnus cathartica,1
70.123, Alder Buckthorn Frangula alnus,1
70.124,Barberry Berberis vulgaris,1
70.124,Berberis turcomanica,1
70.125, Lesser Spearwort Ranunculus flammula,1
70.126,Traveller’s-joy Clematis vitalba,1
70.127, Wood Anenome Anemone nemorosa,2
70.127, Meadow Buttercup Ranunculus acris,2
70.127,Traveller’s-joy Clematis vitalba,1
70.127,Baneberry Actaea spicata,2
70.128,Traveller’s-joy Clematis vitalba,1
70.129, Yellow Loosestrife Lysimachia vulgaris,1
70.13, Rough Chervil Chaerophyllum temulum,1
70.13,Pignut Conopodium majus,1
70.13, Cow Parsley Anthriscus sylvestris,1
70.13, Bur Chervil Anthriscus caucalis,1
70.131, Greater Stitchwort Stellaria holostea,1
70.131,wood-rushes Luzula spp.,2
70.131, Sea Campion Silene uniflora,1
70.131, Rough Chervil Chaerophyllum temulum,1
70.131, Red Campion Silene dioica,1
70.131, Cow Parsley Anthriscus sylvestris,1
70.131, Wood Sage Teucrium scorodonia,1
70.131, Lodgepole Pine Pinus contorta,2
70.131,Bog-myrtle Myrica gale,1
70.131,grasses ,2
70.131,Primrose Primula vulgaris,1
