abh_number,plant_species,hostplant_category
73.097,knotgrasses Polygonum spp.,1
73.097,stitchworts Stellaria spp.,1
73.097,grasses ,2
73.097,plantains Plantago spp.,1
73.097,dandelions Taraxacum spp.,1
73.097,docks Rumex spp.,1
73.099, Prickly Lettuce Lactuca serriola,1
73.099,Primrose Primula vulgaris,1
73.099,Groundsel Senecio vulgaris,1
73.099,plantains Plantago spp.,1
73.1, Common Reed Phragmites australis,1
73.101, Greater Plantain Plantago major,1
73.101,knotgrasses Polygonum spp.,1
73.101,dandelions Taraxacum spp.,1
73.101,knapweeds Centaurea spp.,1
73.101, Dwarf Thistle Cirsium acaule,1
73.102,violets Viola spp.,1
73.102,Groundsel Senecio vulgaris,1
73.102,plantains Plantago spp.,1
73.102,dandelions Taraxacum spp.,1
73.102,docks Rumex spp.,1
73.102,Bramble Rubus fruticosus,1
73.102,strawberries Fragaria spp.,1
73.102,vetches,1
73.102,bistorts Bistorta spp.,1
73.103, Ribwort Plantain Plantago lanceolata,1
73.105,sorrels Rumex spp.,1
73.105,Knotgrass Polygonum aviculare,1
73.105,docks Rumex spp.,1
73.106,oraches Atriplex spp.,1
73.106,goosefoots,1
73.106,Knotgrass Polygonum aviculare,1
73.107, Rosebay Willowherb Chamaenerion angustifolium,1
73.107,stitchworts Stellaria spp.,1
73.107, Wild Strawberry Fragaria vesca,1
73.107, Common Ivy Hedera helix,1
73.107,docks Rumex spp.,1
73.107,elms Ulmus spp.,1
73.107,willows Salix spp.,1
73.107,birches Betula spp.,1
73.107,Blackthorn Prunus spinosa,1
73.107,Hawthorn Crataegus monogyna,1
73.107, Water Dock Rumex hydrolapathum,1
73.107,spindles Euonymus spp.,1
73.108,Honeysuckle Lonicera periclymenum,1
73.108,oaks Quercus spp.,2
73.109,Mat-grass Nardus stricta,1
73.109, Annual Meadow-grass Poa annua,1
73.109,grasses ,1
73.109, Silver Hair-grass Aira caryophyllea,1
73.11, Touch-me-not Balsam Impatiens noli-tangere,1
73.11,Bearberry Arctostaphylos uva-ursi,1
73.11,Cowberry Vaccinium vitis-idaea,1
73.11,Raspberry Rubus idaeus,1
73.11,willows Salix spp.,1
73.11,Bramble Rubus fruticosus,1
73.11,Bilberry Vaccinium myrtillus,1
73.113,chrysanthemums Chrysanthemum spp.,1
73.113, Red Valerian Centranthus ruber,1
73.113,Potato Solanum tuberosum,1
73.113, Touch-me-not Balsam Impatiens noli-tangere,1
73.113,geraniums Pelargonium spp.,1
73.113,Bracken Pteridium aquilinum,1
73.113,Groundsel Senecio vulgaris,1
73.113,docks Rumex spp.,1
73.113,Honeysuckle Lonicera periclymenum,1
73.113,Blackthorn Prunus spinosa,1
73.113,Hazel Corylus avellana,1
73.113,lady's-mantles Alchemilla spp.,1
73.113, Giant Fir Abies grandis,1
73.113,Enchanter’s-nightshade Circaea lutetiana,1
73.113,Firethorn Pyracantha coccinea,1
73.113, Great Mullein Verbascum thapsus,1
73.113,borages Borago spp.,1
73.113,Celery Apium graveolens,1
73.113,Polyanthus Primula x polyantha,1
73.114,Foxglove Digitalis purpurea,1
73.114,thistles,1
73.114,currants Ribes spp.,1
73.114,Bracken Pteridium aquilinum,1
73.114, Common Ivy Hedera helix,1
73.114,willows Salix spp.,1
73.114,birches Betula spp.,1
73.114,oaks Quercus spp.,1
73.114,Hazel Corylus avellana,1
73.114,ferns,1
73.114,mallows Malva spp.,1
73.114,nettles Urtica spp.,1
73.114, Touch-me-not Balsam Impatiens noli-tangere,1
73.114,Male-fern Dryopteris filix-mas,1
73.116, Blue Moor-grass Sesleria caerulea,1
73.118, Common Cottongrass Eriophorum angustifolium,1
73.119,Lyme-grass Leymus arenarius,1
73.119, Yellow Iris Iris pseudacorus,1
73.119, Great Fen-sedge Cladium mariscus,1
73.119,bulrushes Typha spp.,1
73.119,pond-sedges Carex spp.,1
73.119, Common Sedge Carex nigra,1
73.12,oat-grasses,1
73.12,Cereals ,1
73.12, Common Couch Elymus repens,1
73.12,Cock’s-foot Dactylis glomerata,1
73.12,grasses ,1
73.12,quaking-grasses Briza spp.,1
73.121,figworts Scrophularia spp.,1
73.121,Butterfly-bush Buddleja davidii,1
73.121, Common Knapweed Centaurea nigra,1
73.121,burdocks Arctium spp.,1
73.121,Foxglove Digitalis purpurea,1
73.121,thistles,1
73.121,ragworts,1
73.121, Common Fleabane Pulicaria dysenterica,1
73.121,Mugwort Artemisia vulgaris,1
73.121, Common Nettle Urtica dioica,1
73.121,Hemp-agrimony Eupatorium cannabinum,1
73.122, Hog's Fennel Peucedanum officinale,1
73.123, Sugar Beet Beta vulgaris,1
73.123, Broad-leaved Dock Rumex obtusifolius,1
73.123,Potato Solanum tuberosum,1
73.123,sedges Carex spp.,1
73.123, Ribwort Plantain Plantago lanceolata,1
73.123, Yellow Iris Iris pseudacorus,1
73.123,Meadowsweet Filipendula ulmaria,1
73.123,Hop Humulus lupulus,1
73.123,Raspberry Rubus idaeus,1
73.123,horsetails Equisetum spp.,1
73.123, Field Woundwort Stachys arvensis,1
73.123, Lesser Burdock Arctium minus,1
73.123,Galingale Cyperus longus,1
73.123,Barley Hordeum sp.,1
73.123,wheats Triticum spp.,1
73.123,sea-lavenders Limonium spp.,1
73.123, Garden Strawberry Fragaria ananassa,1
73.124,Butterbur Petasites hybridus,1
73.125,Marsh-mallow Althaea officinalis,1
73.126, Common Saltmarsh-grass Puccinellia maritima,1
73.127, Purple Moor-grass Molinia caerulea,1
73.127, Common Cottongrass Eriophorum angustifolium,1
73.128, Annual Meadow-grass Poa annua,1
73.128, Tufted Hair-grass Deschampsia cespitosa,1
73.128,grasses ,1
73.129,irises Iris spp.,1
73.131,Cereals ,1
73.131,fescues Festuca spp.,1
73.131,Marram Ammophila arenaria,1
73.131, Common Couch Elymus repens,1
73.131,grasses ,1
73.132, Sand Couch Elymus junceiformis,1
73.132, Bulbous Meadow-grass Poa bulbosa,1
73.132, Common Saltmarsh-grass Puccinellia maritima,1
73.132, Borrer's Saltmarsh-grass Puccinellia fasciculata,1
73.134, Common Reed Phragmites australis,1
73.135, Lesser Pond-sedge Carex acutiformis,1
73.136,Bulrush Typha latifolia,1
73.136, Lesser Bulrush Typha angustifolia,1
73.137, Common Reed Phragmites australis,1
73.138,Lyme-grass Leymus arenarius,1
73.139, Common Reed Phragmites australis,1
73.14, Common Reed Phragmites australis,1
73.141, Common Reed Phragmites australis,1
73.142, Sharp-flowered Rush Juncus acutiflorus,1
73.142, Jointed Rush Juncus articulatus,1
73.142,Soft-rush Juncus effusus,1
73.144,cottongrasses Eriophorum spp.,1
73.144, Great Wood-rush Luzula sylvatica,1
73.144, Reed Sweet-grass Glyceria maxima,1
73.144, Glaucous Sedge Carex flacca,1
73.144,sedges Carex spp.,1
73.144,Tufted-sedge Carex elata,1
73.144,grasses ,1
73.144, Lesser Pond-sedge Carex acutiformis,1
73.145, Wood Small-reed Calamagrostis epigejos,1
73.146, Glaucous Sedge Carex flacca,1
73.146, Blue Moor-grass Sesleria caerulea,1
73.147, Tufted Hair-grass Deschampsia cespitosa,1
73.148, Tall Fescue Schedonorus arundinaceus,1
73.149, Purple Small-reed Calamagrostis canescens,1
73.149, Wood Small-reed Calamagrostis epigejos,1
73.15, Common Reed Phragmites australis,1
73.151, Common Club-rush Schoenoplectus lacustris,1
73.151,Bulrush Typha latifolia,1
73.151, Lesser Bulrush Typha angustifolia,1
73.151, Yellow Iris Iris pseudacorus,1
73.151, Branched Bur-reed Sparganium erectum,1
73.151, Grey Club-rush Schoenoplectus tabernaemontani,1
73.152, Yellow Iris Iris pseudacorus,1
73.152, Common Club-rush Schoenoplectus lacustris,1
73.152,Bulrush Typha latifolia,1
73.152, Lesser Bulrush Typha angustifolia,1
73.154, Reed Canary-grass Phalaris arundinacea,1
73.154, Annual Meadow-grass Poa annua,1
73.154, Common Couch Elymus repens,1
73.154, False Brome Brachypodium sylvaticum,1
73.154,grasses ,1
73.155, Annual Meadow-grass Poa annua,1
73.155, Tufted Hair-grass Deschampsia cespitosa,1
73.155,Cock’s-foot Dactylis glomerata,1
73.155,grasses ,1
73.156, Wavy Hair-grass Avenella flexuosa,1
73.156,Cock’s-foot Dactylis glomerata,1
73.156,grasses ,1
73.157,Cereals ,1
73.157, Annual Meadow-grass Poa annua,1
73.157, Common Couch Elymus repens,1
73.157,Cock’s-foot Dactylis glomerata,1
73.157,grasses ,1
73.158,Cereals ,1
73.158, Common Couch Elymus repens,1
73.158,Cock’s-foot Dactylis glomerata,1
73.158,grasses ,1
73.159, Reed Canary-grass Phalaris arundinacea,1
73.159, Wavy Hair-grass Avenella flexuosa,1
73.159,sedges Carex spp.,2
73.159, Annual Meadow-grass Poa annua,1
73.159, Common Reed Phragmites australis,1
73.159,grasses ,1
73.16, Wood Meadow-grass Poa nemoralis,1
73.16, Great Wood-rush Luzula sylvatica,1
73.16,grasses ,1
73.16, Wood Millet Milium effusum,1
73.16, False Brome Brachypodium sylvaticum,1
73.16, Wood Melick Melica uniflora,1
73.161, Common Saltmarsh-grass Puccinellia maritima,1
73.161, Red Fescue Festuca rubra,1
73.161,grasses ,1
73.161, Bulbous Meadow-grass Poa bulbosa,1
73.161, Reflexed Saltmarsh-grass Puccinellia distans,1
73.162, Common Couch Elymus repens,1
73.162,Cock’s-foot Dactylis glomerata,1
73.162,grasses ,1
73.163, Annual Meadow-grass Poa annua,1
73.163,grasses ,1
73.164,grasses ,1
73.165, Wood Meadow-grass Poa nemoralis,1
73.165,grasses ,1
73.165, Rough Meadow-grass Poa trivialis,1
73.167,grasses ,1
73.168, Reed Sweet-grass Glyceria maxima,1
73.168, Reed Canary-grass Phalaris arundinacea,1
73.168,Pampas-grass Cortaderia selloana,1
73.169, Tall Fescue Schedonorus arundinaceus,1
73.169, Hairy Wood-rush Luzula pilosa,1
73.169,Cereals ,1
73.169, Tufted Hair-grass Deschampsia cespitosa,1
73.169,Cock’s-foot Dactylis glomerata,1
73.169,grasses ,1
73.17,Cock’s-foot Dactylis glomerata,1
73.17,grasses ,1
73.17,fescues Festuca spp.,1
73.171,Holcus sp.,1
73.171, False Oat-grass Arrhenatherum elatius,1
73.171,Marram Ammophila arenaria,1
73.171,Sheep’s-fescue Festuca ovina,1
73.171,Cock’s-foot Dactylis glomerata,1
73.171,grasses ,1
73.171,Lyme-grass Leymus arenarius,1
73.171, Glaucous Sedge Carex flacca,1
73.171,Cereals ,1
73.171, Stinking Iris Iris foetidissima,1
73.172, Tall Fescue Schedonorus arundinaceus,1
73.172,Sheep’s-fescue Festuca ovina,1
73.172, Tufted Hair-grass Deschampsia cespitosa,1
73.172,grasses ,1
73.172, False Oat-grass Arrhenatherum elatius,1
73.173, Reed Canary-grass Phalaris arundinacea,1
73.173, Common Couch Elymus repens,1
73.173,Cock’s-foot Dactylis glomerata,1
73.173,grasses ,1
73.174,Cock’s-foot Dactylis glomerata,1
73.174,grasses ,1
73.175, Wavy Hair-grass Avenella flexuosa,1
73.175, Tufted Hair-grass Deschampsia cespitosa,1
73.175,Cock’s-foot Dactylis glomerata,1
73.175,grasses ,1
73.176,Yorkshire-fog Holcus lanatus,1
73.176, Tufted Hair-grass Deschampsia cespitosa,1
73.176,grasses ,1
73.178, Annual Meadow-grass Poa annua,1
73.178, Common Couch Elymus repens,1
73.178,grasses ,1
73.179, Small-leaved Lime Tilia cordata,1
73.179, Wych Elm Ulmus glabra,2
73.179,Lime Tilia x  europaea,1
73.18, Field Maple Acer campestre,1
73.18,Hornbeam Carpinus betulus,1
73.18,Sycamore Acer pseudoplatanus,1
73.18, Pedunculate Oak Quercus robur,1
73.18,Beech Fagus sylvatica,1
73.181, Wych Elm Ulmus glabra,1
73.181,docks Rumex spp.,1
73.181,poplars Populus spp.,1
73.181,willows Salix spp.,1
73.182, Wych Elm Ulmus glabra,1
73.182,dandelions Taraxacum spp.,1
73.182,docks Rumex spp.,1
73.182,poplars Populus spp.,1
73.182,willows Salix spp.,1
73.183, English Elm Ulmus procera,1
73.183, Wych Elm Ulmus glabra,1
73.184,Lombardy-poplar Populus nigra,1
73.184,Black-poplar Populus nigra,1
73.184,docks Rumex spp.,1
73.184, Hybrid Black-poplar Populus x canadensis,1
73.186,buttercups Ranunculus spp.,1
73.186,stitchworts Stellaria spp.,1
73.186,clovers Trifolium spp.,1
73.186,Groundsel Senecio vulgaris,1
73.186,dandelions Taraxacum spp.,1
73.186,docks Rumex spp.,1
73.186,grasses ,1
73.186,willows Salix spp.,1
73.186,Hawthorn Crataegus monogyna,1
73.186,Bilberry Vaccinium myrtillus,1
73.186,oat-grasses,1
73.187, Bladder Campion Silene vulgaris,1
73.187, Common Sorrel Rumex acetosa,1
73.187,Meadowsweet Filipendula ulmaria,1
73.187,stitchworts Stellaria spp.,1
73.187,Ash Fraxinus excelsior,1
73.187,roses Rosa spp.,1
73.187,Honeysuckle Lonicera periclymenum,1
73.187,docks Rumex spp.,1
73.187,willows Salix spp.,1
73.187,oaks Quercus spp.,1
73.187,Hawthorn Crataegus monogyna,1
73.187,Bramble Rubus fruticosus,1
73.188, Burnet Rose Rosa spinosissima,1
73.188,elms Ulmus spp.,1
73.188,willows Salix spp.,1
73.188,birches Betula spp.,1
73.188,oaks Quercus spp.,1
73.188,Hawthorn Crataegus monogyna,1
73.188,Heather Calluna vulgaris,1
73.188,Heather Calluna vulgaris,1
73.188,Bilberry Vaccinium myrtillus,1
73.189,willows Salix spp.,1
73.19, Common Sorrel Rumex acetosa,1
73.19,poplars Populus spp.,1
73.19,Beech Fagus sylvatica,1
73.19,willows Salix spp.,1
73.19,birches Betula spp.,1
73.19,oaks Quercus spp.,1
73.19,Hawthorn Crataegus monogyna,1
73.19,Heather Calluna vulgaris,1
73.191, Bell Heath Erica cinerea,1
73.191, Cross-leaved Heath Erica tetralix,1
73.192, Midland Hawkbit Crataegus laevigata,1
73.192, Wych Elm Ulmus glabra,1
73.192,Ash Fraxinus excelsior,1
73.192,poplars Populus spp.,1
73.192,willows Salix spp.,1
73.192,Blackthorn Prunus spinosa,1
73.192,Aspen Populus tremula,1
73.193, Annual Meadow-grass Poa annua,1
73.193,grasses ,1
73.193,Yorkshire-fog Holcus lanatus,1
73.194,dandelions Taraxacum spp.,1
73.194,roses Rosa spp.,1
73.194,Sycamore Acer pseudoplatanus,1
73.194, Sweet Chestnut Castanea sativa,1
73.194,elms Ulmus spp.,1
73.194, Downy Birch Betula pubescens,1
73.194,docks Rumex spp.,1
73.194,willows Salix spp.,1
73.194,Blackthorn Prunus spinosa,1
73.194,oaks Quercus spp.,1
73.194,Hawthorn Crataegus monogyna,1
73.194, European Larch Larix decidua,1
73.195,Dogwood Cornus sanguinea,1
73.195,dandelions Taraxacum spp.,1
73.195,cherries Prunus spp.,1
73.195,elms Ulmus spp.,1
73.195,docks Rumex spp.,1
73.195,willows Salix spp.,1
73.195,birches Betula spp.,1
73.195,Blackthorn Prunus spinosa,1
73.195,oaks Quercus spp.,1
73.195,Hawthorn Crataegus monogyna,1
73.195,Gooseberry Ribes uva-crispa,1
73.197,Apple Malus domestica,1
73.2,Ash Fraxinus excelsior,1
73.201,Lilac Syringa vulgaris,1
73.201, Wild Privet Ligustrum vulgare,1
73.201,Ash Fraxinus excelsior,1
73.201,limes Tilia spp.,1
73.201,Apple Malus domestica,1
73.201,willows Salix spp.,1
73.201,birches Betula spp.,1
73.201,Bramble Rubus fruticosus,1
73.201,Horse-chestnut Aesculus hippocastanum,1
73.201,Plum Prunus domestica,1
73.202, Pedunculate Oak Quercus robur,1
73.206, Leyland Cypress Cupressus x leylandii,1
73.206, Lawson's Cypress Cupressus lawsoniana,1
73.206, Monterey Cypress Cupressus macrocarpa,1
73.206, Common Juniper Juniperus communis,1
73.207,Bearberry Arctostaphylos uva-ursi,1
73.207,Cowberry Vaccinium vitis-idaea,1
73.207,willows Salix spp.,1
73.207,birches Betula spp.,1
73.207,Heather Calluna vulgaris,1
73.207,Bilberry Vaccinium myrtillus,1
73.208, Creeping Cinquefoil Potentilla reptans,1
73.208,thistles,1
73.208, Common Restharrow Ononis repens,1
73.208, Yellow Iris Iris pseudacorus,1
73.208, Black Currant Ribes nigrum,1
73.208,Groundsel Senecio vulgaris,1
73.208,Hop Humulus lupulus,1
73.208,Bog-myrtle Myrica gale,1
73.208,docks Rumex spp.,1
73.208, Sugar Beet Beta vulgaris,1
73.208,chrysanthemums Chrysanthemum spp.,1
73.208,Ploughman’s-spikenard Inula conyzae,1
73.208,stonecrops Sedum spp.,1
73.208,Mangel-wurzel Beta vulgaris,1
73.209, Marsh Thistle Cirsium palustre,1
73.209, Yellow Iris Iris pseudacorus,1
73.209,Meadowsweet Filipendula ulmaria,1
73.209, Purple Moor-grass Molinia caerulea,1
73.209,Hop Humulus lupulus,1
73.209,Bog-myrtle Myrica gale,1
73.209,docks Rumex spp.,1
73.209,willows Salix spp.,1
73.209,Heather Calluna vulgaris,1
73.209, Sharp-flowered Rush Juncus acutiflorus,1
73.209,Soft-rush Juncus effusus,1
73.209,sedges Carex spp.,1
73.209, Devil's-bit Scabious Succisa pratensis,1
73.209, Compact Rush Juncus conglomeratus,1
73.21, Field Maple Acer campestre,1
73.21,limes Tilia spp.,1
73.21, Sweet Chestnut Castanea sativa,1
73.21,Apple Malus domestica,1
73.21,elms Ulmus spp.,1
73.21,poplars Populus spp.,1
73.21,Beech Fagus sylvatica,1
73.21,willows Salix spp.,1
73.21,birches Betula spp.,1
73.21,Blackthorn Prunus spinosa,1
73.21,oaks Quercus spp.,1
73.21,Hawthorn Crataegus monogyna,1
73.21,Hazel Corylus avellana,1
73.21,Aspen Populus tremula,1
73.211, Silver Birch Betula pendula,1
73.211, Downy Birch Betula pubescens,1
73.211,Aspen Populus tremula,1
73.212, Purple Willow Salix purpurea,1
73.212,Black-poplar Populus nigra,1
73.212, Goat Willow Salix caprea,1
73.212, Grey Willow Salix cinerea,1
73.213,poplars Populus spp.,1
73.213,Aspen Populus tremula,1
73.213,Lombardy-poplar Populus nigra,1
73.213, White Poplar Populus alba,1
73.213, Eastern Balsam-poplar Populus balsamifera,1
73.214, Small-leaved Elm Ulmus minor,1
73.214, English Elm Ulmus procera,1
73.214, Wych Elm Ulmus glabra,1
73.215, Small-leaved Elm Ulmus minor,1
73.215, English Elm Ulmus procera,1
73.215, Wych Elm Ulmus glabra,1
73.215,elms Ulmus spp.,1
73.216,larches Larix spp.,1
73.216, Field Maple Acer campestre,1
73.216, Sweet Chestnut Castanea sativa,1
73.216,hawthorns Crataegus spp.,1
73.216,Apple Malus domestica,1
73.216,elms Ulmus spp.,1
73.216, Pedunculate Oak Quercus robur,1
73.216,willows Salix spp.,1
73.216,birches Betula spp.,1
73.216,Blackthorn Prunus spinosa,1
73.216,Hazel Corylus avellana,1
73.216,Aspen Populus tremula,1
73.217, English Elm Ulmus procera,1
73.217,Pear Pyrus communis,1
73.217,limes Tilia spp.,1
73.217,hawthorns Crataegus spp.,1
73.217,Apple Malus domestica,1
73.217,elms Ulmus spp.,1
73.217,Blackthorn Prunus spinosa,1
73.217,oaks Quercus spp.,1
73.217,Bullace Prunus domestica,1
73.217, Small-leaved Elm Ulmus minor,1
73.217, Wych Elm Ulmus glabra,1
73.218, Pedunculate Oak Quercus robur,1
73.219,Ash Fraxinus excelsior,1
73.22, White Willow Salix alba,1
73.22, Eared Willow Salix aurita,1
73.22, Goat Willow Salix caprea,1
73.22, Grey Willow Salix cinerea,1
73.22,Aspen Populus tremula,1
73.22, Purple Willow Salix purpurea,1
73.22, Tea-leaved Willow Salix phylicifolia,1
73.221,willows Salix spp.,1
73.221,birches Betula spp.,1
73.222,poplars Populus spp.,1
73.222,willows Salix spp.,1
73.223, Holm Oak Quercus ilex,1
73.224, Pedunculate Oak Quercus robur,1
73.225, Holm Oak Quercus ilex,1
73.225, Sessile Oak Quercus petraea,1
73.225,hawthorns Crataegus spp.,1
73.225,Hazel Corylus avellana,1
73.225, Pedunculate Oak Quercus robur,1
73.227, Holm Oak Quercus ilex,1
73.228, Smooth Sowthistle Sonchus oleraceus,1
73.228,mints Mentha spp.,1
73.228,Foxglove Digitalis purpurea,1
73.228,Thrift Armeria maritima,1
73.228, Ribwort Plantain Plantago lanceolata,1
73.228, Yellow Iris Iris pseudacorus,1
73.228,Groundsel Senecio vulgaris,1
73.228,dandelions Taraxacum spp.,1
73.228, Common Nettle Urtica dioica,1
73.228, Goat Willow Salix caprea,1
73.228,docks Rumex spp.,1
73.228,Hawthorn Crataegus monogyna,1
73.228,Laburnum Laburnum anagyroides,1
73.228,thistles,1
73.229, Broad-leaved Dock Rumex obtusifolius,1
73.229, Ribwort Plantain Plantago lanceolata,1
73.229, Curled Dock Rumex crispus,1
73.23, Common Chickweed Stellaria media,1
73.23, Sea Campion Silene uniflora,1
73.23, Common Sorrel Rumex acetosa,1
73.23,Bramble Rubus fruticosus,1
73.23,Chicory Cichorium intybus,1
73.23, Wood Sage Teucrium scorodonia,1
73.231, Meadow Buttercup Ranunculus acris,1
73.231, Broad-leaved Dock Rumex obtusifolius,1
73.231, Annual Meadow-grass Poa annua,1
73.231, Tufted Hair-grass Deschampsia cespitosa,1
73.231,Groundsel Senecio vulgaris,1
73.231,Broom Cytisus scoparius,1
73.231,Blackthorn Prunus spinosa,1
73.231,Heather Calluna vulgaris,1
73.231,cinquefoils Potentilla spp.,1
73.231,Sainfoin Onobrychis viciifolia,1
73.231,sorrels Rumex spp.,1
73.231,Yarrow Achillea millefolium,1
73.231, Field Gromwell Buglossoides arvensis,1
73.231, Corn Mint Mentha arvensis,1
73.232,clovers Trifolium spp.,1
73.232, Common Bird's-foot-trefoil Lotus corniculatus,1
73.232,Heather Calluna vulgaris,1
73.232,Bilberry Vaccinium myrtillus,1
73.232,grasses ,1
73.233, Sweet Sweet-grass Anthoxanthum odoratum,1
73.233, Common Rock-rose Helianthemum nummularium,1
73.233,stitchworts Stellaria spp.,1
73.233, Creeping Willow Salix repens,1
73.233,clovers Trifolium spp.,1
73.233, Tufted Hair-grass Deschampsia cespitosa,1
73.233,plantains Plantago spp.,1
73.233, Hedge Bedstraw Galium album,1
73.233,dandelions Taraxacum spp.,1
73.233,docks Rumex spp.,1
73.233,Heather Calluna vulgaris,1
73.233, Bristle Bent Agrostis curtisii,1
73.234,Hogweed Heracleum sphondylium,1
73.234, Wild Angelica Angelica sylvestris,1
73.235, Biting Stonecrop Sedum acre,1
73.235, Red Valerian Centranthus ruber,1
73.235, Wild Cabbage Brassica oleracea,1
73.235,Hound’s-tongue Cynoglossum officinale,1
73.235,Foxglove Digitalis purpurea,1
73.235,Thrift Armeria maritima,1
73.235,ragworts,1
73.235,plantains Plantago spp.,1
73.235,dandelions Taraxacum spp.,1
73.235,docks Rumex spp.,1
73.235,Bramble Rubus fruticosus,1
73.235, Hoary Cress Lepidium draba,1
73.235,trefoils,1
73.236,Harebell Campanula rotundifolia,2
73.236, Sea Plantain Plantago maritima,2
73.236, White Campion Silene latifolia,2
73.236, Sea Campion Silene uniflora,2
73.236,Thrift Armeria maritima,1
73.236,dandelions Taraxacum spp.,2
73.236, Sweet Violet Viola odorata,2
73.236, Kidney Vetch Anthyllis vulneraria,2
73.237, Red Valerian Centranthus ruber,1
73.237,spruces Picea spp.,1
73.237,Foxglove Digitalis purpurea,1
73.237, Rosebay Willowherb Chamaenerion angustifolium,1
73.237,Mugwort Artemisia vulgaris,1
73.237,Groundsel Senecio vulgaris,1
73.237,plantains Plantago spp.,1
73.237,roses Rosa spp.,1
73.237,cherries Prunus spp.,1
73.237,Honeysuckle Lonicera periclymenum,1
73.237,docks Rumex spp.,1
73.237,Michaelmas-daisies Symphyotrichum spp.,1
73.237,mints Mentha spp.,1
73.237,currants Ribes spp.,1
73.237, Common Ivy Hedera helix,1
73.237, Yellow Corydalis Pseudofumaria lutea,1
73.237,Londonpride Saxifraga x urbium,1
73.237, Sweet Pea Lathyrus odoratus,1
73.238, Bladder Campion Silene vulgaris,1
73.238, Lodgepole Pine Pinus contorta,1
73.238, Sitka Spruce Picea sitchensis,1
73.238,Bog-myrtle Myrica gale,1
73.238,birches Betula spp.,1
73.238,Heather Calluna vulgaris,1
73.238,grasses ,1
73.238,Alder Alnus glutinosa,1
73.238, Great Willowherb Epilobium hirsutum,1
73.241, Lodgepole Pine Pinus contorta,1
73.241,larches Larix spp.,1
73.241, Maritime Pine Pinus pinaster,1
73.241, Corsican Pine Pinus nigra,1
73.241, Scots Pine Pinus sylvestris,1
73.241, Dwarf Mountain-pine Pinus mugo,1
73.242, Sitka Spruce Picea sitchensis,2
73.242,Sycamore Acer pseudoplatanus,1
73.242,limes Tilia spp.,1
73.242, Sweet Chestnut Castanea sativa,1
73.242,elms Ulmus spp.,1
73.242,willows Salix spp.,1
73.242,birches Betula spp.,1
73.242,oaks Quercus spp.,1
73.242,docks Rumex spp.,2
73.242,Hawthorn Crataegus monogyna,1
73.242,Hazel Corylus avellana,1
73.243,Meadowsweet Filipendula ulmaria,1
73.243,birches Betula spp.,1
73.243,Blackthorn Prunus spinosa,1
73.243,oaks Quercus spp.,1
73.243,Hawthorn Crataegus monogyna,1
73.243,Hazel Corylus avellana,1
73.243,Bramble Rubus fruticosus,1
73.244, Sweet Chestnut Castanea sativa,1
73.244,elms Ulmus spp.,1
73.244,willows Salix spp.,1
73.244,birches Betula spp.,1
73.244,Blackthorn Prunus spinosa,1
73.244,oaks Quercus spp.,1
73.244,Hawthorn Crataegus monogyna,1
73.244,Hazel Corylus avellana,1
73.244,Aspen Populus tremula,1
73.244,Alder Alnus glutinosa,1
73.244,Beech Fagus sylvatica,1
73.244,black-poplars Populus nigra,1
73.244,Guelder-rose Viburnum opulus,1
73.244, Snow Gum Eucalyptus niphophila,1
73.245, Crab Apple Malus sylvestris,1
73.245, Field Maple Acer campestre,1
73.245,roses Rosa spp.,1
73.245, Sweet Chestnut Castanea sativa,1
73.245, Downy Birch Betula pubescens,1
73.245,willows Salix spp.,1
73.245,Blackthorn Prunus spinosa,1
73.245,oaks Quercus spp.,1
73.245,Hazel Corylus avellana,1
73.245,Aspen Populus tremula,1
73.246,Black-poplar Populus nigra,1
73.246,poplars Populus spp.,1
73.246,Aspen Populus tremula,1
73.247, Dyer's Greenweed Genista tinctoria,1
73.247, Creeping Thistle Cirsium arvense,1
73.247,Meadowsweet Filipendula ulmaria,1
73.247, Sessile Oak Quercus petraea,1
73.247,Bog-myrtle Myrica gale,1
73.247, Common Bird's-foot-trefoil Lotus corniculatus,1
73.247,willows Salix spp.,1
73.247,Blackthorn Prunus spinosa,1
73.247,Bramble Rubus fruticosus,1
73.247,Bilberry Vaccinium myrtillus,1
73.247, Pedunculate Oak Quercus robur,1
73.247, Spear Thistle Cirsium vulgare,1
73.247,St John’s-worts Hypericum spp.,1
73.247,Purple-loosestrife Lythrum salicaria,1
73.247, Greater Bird's-foot-trefoil Lotus pedunculatus,1
73.247, Common Fleabane Pulicaria dysenterica,1
73.247,Black-poplar Populus nigra,1
73.248, Common Sea-lavender Limonium vulgare,1
73.248, Dyer's Greenweed Genista tinctoria,1
73.248,Hound’s-tongue Cynoglossum officinale,1
73.248,Marram Ammophila arenaria,1
73.248,willows Salix spp.,1
73.248,birches Betula spp.,1
73.248, Burnet Rose Rosa spinosissima,1
73.248,ragworts,1
73.248,Mugwort Artemisia vulgaris,1
73.249,Buckthorn Rhamnus cathartica,1
73.249,Meadowsweet Filipendula ulmaria,1
73.249,clovers Trifolium spp.,1
73.249,larches Larix spp.,1
73.249,Broom Cytisus scoparius,1
73.249, Common Nettle Urtica dioica,1
73.249,dandelions Taraxacum spp.,1
73.249,limes Tilia spp.,1
73.249,Honeysuckle Lonicera periclymenum,1
73.249,hawthorns Crataegus spp.,1
73.249,willows Salix spp.,1
73.249,birches Betula spp.,1
